,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date
p1k_00297,quinone__delmenF__1,Respiratory quinone,quinone,delmenF,1,Escherichia coli K-12 MG1655 del_menF,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN10A_R1.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN10A_R2.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:delmenF,TRUE,TRUE,5/21/18
p1k_00298,quinone__delmenF__2,Respiratory quinone,quinone,delmenF,2,Escherichia coli K-12 MG1655 del_menF,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN10B_S29_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN10B_S29_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:delmenF,TRUE,TRUE,5/21/18
p1k_00299,quinone__menF_ale5__1,Respiratory quinone,quinone,menF_ale5,1,Escherichia coli EEP_menF.5.42.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN11A_S36_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN11A_S36_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menF_ale5,TRUE,TRUE,5/21/18
p1k_00300,quinone__menF_ale5__2,Respiratory quinone,quinone,menF_ale5,2,Escherichia coli EEP_menF.5.42.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN11B_S30_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN11B_S30_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menF_ale5,TRUE,TRUE,5/21/18
p1k_00301,quinone__menF_ale6__1,Respiratory quinone,quinone,menF_ale6,1,Escherichia coli EEP_menF.6.42.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN12A_S31_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN12A_S31_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menF_ale6,TRUE,TRUE,5/21/18
p1k_00302,quinone__menF_ale6__2,Respiratory quinone,quinone,menF_ale6,2,Escherichia coli EEP_menF.6.42.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN12B_S74_L004_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN12B_S74_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menF_ale6,TRUE,TRUE,5/21/18
p1k_00303,quinone__menF_ale7__1,Respiratory quinone,quinone,menF_ale7,1,Escherichia coli EEP_menF.7.43.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN13A_S80_L004_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN13A_S80_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menF_ale7,TRUE,TRUE,5/21/18
p1k_00304,quinone__menF_ale7__2,Respiratory quinone,quinone,menF_ale7,2,Escherichia coli EEP_menF.7.43.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN13B_S77_L004_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN13B_S77_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menF_ale7,TRUE,TRUE,5/21/18
p1k_00305,quinone__menF_ale8__1,Respiratory quinone,quinone,menF_ale8,1,Escherichia coli EEP_menF.8.45.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN14A_S70_L004_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN14A_S70_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menF_ale8,TRUE,TRUE,5/21/18
p1k_00306,quinone__menF_ale8__2,Respiratory quinone,quinone,menF_ale8,2,Escherichia coli EEP_menF.8.45.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN14B_S68_L004_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN14B_S68_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menF_ale8,TRUE,TRUE,5/21/18
p1k_00307,quinone__delmenFubiC__1,Respiratory quinone,quinone,delmenFubiC,1,Escherichia coli K-12 MG1655 del_menFubiC,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN15A_S32_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN15A_S32_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:delmenFubiC,TRUE,TRUE,5/21/18
p1k_00308,quinone__delmenFubiC__2,Respiratory quinone,quinone,delmenFubiC,2,Escherichia coli K-12 MG1655 del_menFubiC,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN15B_S33_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN15B_S33_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:delmenFubiC,TRUE,TRUE,5/21/18
p1k_00309,quinone__menFubiC_ale1__1,Respiratory quinone,quinone,menFubiC_ale1,1,Escherichia coli EEP_menFubiC.1.51.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN16A_S34_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN16A_S34_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menFubiC_ale1,TRUE,TRUE,5/21/18
p1k_00310,quinone__menFubiC_ale1__2,Respiratory quinone,quinone,menFubiC_ale1,2,Escherichia coli EEP_menFubiC.1.51.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN16B_S35_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN16B_S35_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menFubiC_ale1,TRUE,TRUE,5/21/18
p1k_00311,quinone__menFubiC_ale2__1,Respiratory quinone,quinone,menFubiC_ale2,1,Escherichia coli EEP_menFubiC.2.57.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN17A_S36_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN17A_S36_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menFubiC_ale2,TRUE,TRUE,5/21/18
p1k_00312,quinone__menFubiC_ale2__2,Respiratory quinone,quinone,menFubiC_ale2,2,Escherichia coli EEP_menFubiC.2.57.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN17B_S37_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN17B_S37_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menFubiC_ale2,TRUE,TRUE,5/21/18
p1k_00313,quinone__menFubiC_ale3__1,Respiratory quinone,quinone,menFubiC_ale3,1,Escherichia coli EEP_menFubiC.3.54.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN18A_S38_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN18A_S38_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menFubiC_ale3,TRUE,TRUE,5/21/18
p1k_00314,quinone__menFubiC_ale3__2,Respiratory quinone,quinone,menFubiC_ale3,2,Escherichia coli EEP_menFubiC.3.54.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN18B_S39_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN18B_S39_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menFubiC_ale3,TRUE,TRUE,5/21/18
p1k_00315,quinone__menFubiC_ale4__1,Respiratory quinone,quinone,menFubiC_ale4,1,Escherichia coli EEP_menFubiC.4.55.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN19A_S40_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN19A_S40_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menFubiC_ale4,TRUE,TRUE,5/21/18
p1k_00316,quinone__menFubiC_ale4__2,Respiratory quinone,quinone,menFubiC_ale4,2,Escherichia coli EEP_menFubiC.4.55.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00295;p1k_00296,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/quinone/HRS_QN19B_S41_L003_R1_001.fastq.gz,s3://precise-db/raw_data/quinone/HRS_QN19B_S41_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,quinone:menFubiC_ale4,TRUE,TRUE,5/21/18
p1k_00317,oxyR__wt_glc__1,OxyR ALE,oxyR,wt_glc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668314,SRR9919224,s3://precise-db/raw_data/oxyR/PAL029_S29_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL029_S29_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL029_S29_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL029_S29_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL029_S29_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL029_S29_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL029_S29_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL029_S29_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:wt_glc,TRUE,TRUE,3/8/19
p1k_00318,oxyR__wt_glc__2,OxyR ALE,oxyR,wt_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668315,SRR9919225,s3://precise-db/raw_data/oxyR/PAL030_S30_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL030_S30_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL030_S30_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL030_S30_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL030_S30_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL030_S30_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL030_S30_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL030_S30_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:wt_glc,TRUE,TRUE,3/8/19
p1k_00319,oxyR__wt_h2o2__1,OxyR ALE,oxyR,wt_h2o2,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,H2O2(2mM),,,,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668316,SRR9919226,s3://precise-db/raw_data/oxyR/PAL033_S33_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL033_S33_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL033_S33_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL033_S33_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL033_S33_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL033_S33_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL033_S33_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL033_S33_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:wt_h2o2,TRUE,TRUE,3/8/19
p1k_00320,oxyR__wt_h2o2__2,OxyR ALE,oxyR,wt_h2o2,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,H2O2(2mM),,,,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668317,SRR9919227,s3://precise-db/raw_data/oxyR/PAL034_S34_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL034_S34_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL034_S34_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL034_S34_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL034_S34_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL034_S34_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL034_S34_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL034_S34_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:wt_h2o2,TRUE,TRUE,3/8/19
p1k_00321,oxyR__glu_ale4__1,OxyR ALE,oxyR,glu_ale4,1,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668318,SRR9919228,s3://precise-db/raw_data/oxyR/PAL035_S35_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL035_S35_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL035_S35_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL035_S35_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL035_S35_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL035_S35_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL035_S35_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL035_S35_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:glu_ale4,TRUE,TRUE,3/8/19
p1k_00322,oxyR__glu_ale4__2,OxyR ALE,oxyR,glu_ale4,2,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668319,SRR9919229,s3://precise-db/raw_data/oxyR/PAL036_S36_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL036_S36_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL036_S36_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL036_S36_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL036_S36_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL036_S36_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL036_S36_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL036_S36_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:glu_ale4,TRUE,TRUE,3/8/19
p1k_00323,oxyR__glu_ale4_h2o2__1,OxyR ALE,oxyR,glu_ale4_h2o2,1,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,H2O2(2mM),,,Clonal,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668320,SRR9919230,s3://precise-db/raw_data/oxyR/PAL037_S37_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL037_S37_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL037_S37_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL037_S37_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL037_S37_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL037_S37_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL037_S37_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL037_S37_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:glu_ale4_h2o2,TRUE,TRUE,3/8/19
p1k_00324,oxyR__glu_ale4_h2o2__2,OxyR ALE,oxyR,glu_ale4_h2o2,2,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,H2O2(2mM),,,Clonal,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668321,SRR9919231,s3://precise-db/raw_data/oxyR/PAL038_S38_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL038_S38_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL038_S38_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL038_S38_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL038_S38_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL038_S38_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL038_S38_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL038_S38_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:glu_ale4_h2o2,TRUE,TRUE,3/8/19
p1k_00325,oxyR__oxyR_ale17__1,OxyR ALE,oxyR,oxyR_ale17,1,Escherichia coli OxyR.17.45,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668322,SRR9919232,s3://precise-db/raw_data/oxyR/PAL039_S39_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL039_S39_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL039_S39_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL039_S39_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL039_S39_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL039_S39_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL039_S39_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL039_S39_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:oxyR_ale17,TRUE,TRUE,3/8/19
p1k_00326,oxyR__oxyR_ale17__2,OxyR ALE,oxyR,oxyR_ale17,2,Escherichia coli OxyR.17.45,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668323,SRR9919233,s3://precise-db/raw_data/oxyR/PAL040_S40_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL040_S40_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL040_S40_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL040_S40_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL040_S40_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL040_S40_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL040_S40_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL040_S40_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:oxyR_ale17,TRUE,TRUE,3/8/19
p1k_00327,oxyR__oxyR_ale17_h2o2__1,OxyR ALE,oxyR,oxyR_ale17_h2o2,1,Escherichia coli OxyR.17.45,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,H2O2(2mM),,,Clonal,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668324,SRR9919234,s3://precise-db/raw_data/oxyR/PAL041_S41_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL041_S41_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL041_S41_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL041_S41_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL041_S41_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL041_S41_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL041_S41_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL041_S41_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:oxyR_ale17_h2o2,TRUE,TRUE,3/8/19
p1k_00328,oxyR__oxyR_ale17_h2o2__2,OxyR ALE,oxyR,oxyR_ale17_h2o2,2,Escherichia coli OxyR.17.45,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,H2O2(2mM),,,Clonal,,p1k_00317;p1k_00318,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1093/molbev/msz251,GSE135516,SRX6668325,SRR9919235,s3://precise-db/raw_data/oxyR/PAL042_S42_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL042_S42_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL042_S42_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL042_S42_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL042_S42_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL042_S42_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL042_S42_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL042_S42_L004_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,oxyR:oxyR_ale17_h2o2,TRUE,TRUE,3/8/19
